,name,fold,r2,params,estimator
237,diabetes,118,0.05626393088552761,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
238,diabetes,119,-0.084551449487557,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
239,diabetes,119,-0.08340450951683986,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
240,diabetes,120,0.1086077687213437,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
241,diabetes,120,0.1086077687213437,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
242,diabetes,121,-0.026000000000003354,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
243,diabetes,121,-0.00152212674543728,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
244,diabetes,122,-0.45287110373020356,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
245,diabetes,122,-0.45287110373020356,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
246,diabetes,123,0.4382639481000882,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
247,diabetes,123,0.4382639481000882,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
248,diabetes,124,0.338885550786839,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
249,diabetes,124,0.3372206008583697,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
250,diabetes,125,0.09464288135592824,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
251,diabetes,125,0.09205983050847089,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
252,diabetes,126,0.3443430680359426,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
253,diabetes,126,0.3443430680359426,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
254,diabetes,127,-0.1266769357495856,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
255,diabetes,127,-0.10799563426688374,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
256,diabetes,128,0.4081826158667319,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
257,diabetes,128,0.4081826158667319,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
258,diabetes,129,0.132394241417495,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
259,diabetes,129,0.13018648947951073,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
260,diabetes,130,0.5573778624601191,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
261,diabetes,130,0.5570894540942913,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
262,diabetes,131,-1.2128905844155957,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
263,diabetes,131,-1.2128905844155957,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
264,diabetes,132,-0.9328265813253078,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
265,diabetes,132,-0.9328265813253078,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
